tau,mse_0,mse_1,mse_2,mse_3,mse_4,mse_5,mse_6,mse_7,mse_8,mse_9,mse_10,mse_11,mse_12,mse_13,mse_14,mse_15,mse_16,mse_17,mse_18,mse_19,mse_20,mse_21,mse_22,mse_23,mse_24,mse_25,mse_26,mse_27,mse_28,mse_29
95,0.3079757114386446,0.30232071048723763,0.3272703936021113,0.37065515328205895,0.3808240729390279,0.359133698915883,0.3461708064409783,0.33259599085713987,0.32716411469248885,0.32139856221947516,0.31443651479733553,0.30346326242090294,0.31188606734913654,0.3114009740033957,0.3037908902660986,0.30357340812568717,0.3236780288302083,0.33059264987548553,0.32551762434513265,0.32910529107074094,0.32226045000696313,0.3154736262177442,0.31650382387723575,0.31281947985445774,0.30486841234306694,0.30532663584463055,0.31833817536925535,0.32159876123854214,0.31886788869468763,0.32195845523665995
