tau,mse_0,mse_1,mse_2,mse_3,mse_4,mse_5,mse_6,mse_7,mse_8,mse_9,mse_10,mse_11,mse_12,mse_13,mse_14,mse_15,mse_16,mse_17,mse_18,mse_19
70,0.2633195576508346,0.2633492285380395,0.2623634712069721,0.25977157079111185,0.267813091995434,0.258580412443876,0.2619962790517857,0.25830031976744455,0.2692848676337894,0.2533004710804694,0.2574583034027563,0.26494378036536953,0.2566718441493444,0.25875029474042993,0.2600062902192305,0.2533795094050923,0.25237351270408515,0.26363896512303314,0.2566602420627073,0.25830208734174914
