tau,mse_0,mse_1,mse_2,mse_3,mse_4,mse_5,mse_6,mse_7,mse_8,mse_9,mse_10,mse_11,mse_12,mse_13,mse_14,mse_15,mse_16,mse_17,mse_18,mse_19,mse_20,mse_21,mse_22,mse_23,mse_24,mse_25,mse_26,mse_27,mse_28,mse_29,mse_30,mse_31,mse_32,mse_33,mse_34,mse_35,mse_36,mse_37,mse_38,mse_39,mse_40,mse_41,mse_42,mse_43,mse_44,mse_45,mse_46,mse_47,mse_48,mse_49
65,0.06377511063375486,0.06731616463466424,0.07232186916961204,0.07529184972201065,0.07541334820674814,0.07597997580453812,0.07770482773359542,0.07690768901349412,0.07132151653938064,0.06397801215254306,0.05981931734816085,0.05997955366198564,0.05972772109220005,0.06183981254177907,0.06515358768104756,0.0663935531599486,0.06625575311058743,0.06604710445674997,0.06452790972774598,0.06514712770873815,0.0673288478115956,0.06906681254282819,0.07168708807660418,0.07193182633730472,0.07077262519063472,0.0701885739052421,0.06946866252048983,0.06796438234305324,0.06653473992675843,0.06622713101342168,0.067375089355524,0.06966028709310156,0.07278297614931191,0.07667721778516422,0.08112759809144325,0.08488910771830391,0.08622374480860255,0.08507137124989576,0.08277289568538888,0.08047336483854246,0.0784267606002289,0.07616388417531995,0.07332943500879768,0.07038231603040533,0.06778777293307421,0.06563401857424898,0.06433419377379523,0.06401861841504439,0.06425461930728799,0.06488315851815174
