tau,mse_0,mse_1,mse_2,mse_3,mse_4,mse_5,mse_6,mse_7,mse_8,mse_9,mse_10,mse_11,mse_12,mse_13,mse_14,mse_15,mse_16,mse_17,mse_18,mse_19,mse_20,mse_21,mse_22,mse_23,mse_24,mse_25,mse_26,mse_27,mse_28,mse_29,mse_30,mse_31,mse_32,mse_33,mse_34,mse_35,mse_36,mse_37,mse_38,mse_39,mse_40,mse_41,mse_42,mse_43,mse_44,mse_45,mse_46,mse_47,mse_48,mse_49
15,2.6695854275936485e-06,2.6553813915545833e-06,2.5828539970725075e-06,2.4628839409944424e-06,2.3311766926669838e-06,2.239977125351397e-06,2.1845527117641405e-06,2.115951257453958e-06,2.0375821036951817e-06,1.95984438748646e-06,1.869632326469009e-06,1.8558720358693988e-06,2.0002532386821518e-06,2.2292288170368756e-06,2.463714663508051e-06,2.6662102449092593e-06,2.73387705101477e-06,2.645072636102129e-06,2.6030823556047482e-06,2.707912908042848e-06,2.7807032865017376e-06,2.674790423487925e-06,2.504546916951592e-06,2.3862255932346994e-06,2.3389120242735486e-06,2.352781042373661e-06,2.405713830786708e-06,2.459814300460818e-06,2.488760888040774e-06,2.486125441404939e-06,2.4623136681798816e-06,2.444230543281504e-06,2.454669803690698e-06,2.490397777863908e-06,2.525813060858579e-06,2.5443703965744246e-06,2.5510364477898434e-06,2.5577321251355584e-06,2.571740998049637e-06,2.60025855088884e-06,2.6500483512572136e-06,2.7108852514510448e-06,2.75302705855645e-06,2.749071268627547e-06,2.691728011722749e-06,2.5979687945431396e-06,2.4995062946835295e-06,2.4281477561640433e-06,2.4067118305199195e-06,2.442747019932393e-06
